公司代號名稱,決議（擬議）進度,股利所屬年(季)度,股利所屬期間,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積發放之現金(元/股),股東配發-資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積轉增資配股(元/股),股東配發-資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),摘錄公司章程-股利分派部分,備註
6790 - 永豐實,董事會擬議,110年 年度,110/01/01~110/12/31,1,111/03/10,111/06/15,"160,579,392","1,062,266,011","1,077,062,682","275,675,619",3,0,0,"801,387,063",0,0,0,0,"本公司每年就可供分配盈餘提撥不低於百分之
三十分配股東股息紅利，分配股東股息紅利時
得以現金或股票方式為之，其中現金股利不低
於百分之二十。但遇公司有資本支出需求時，
前述股東股息紅利得全部以股票股利之方式分
派。",無
6792 - 詠業,董事會決議,110年 年度,110/01/01~110/12/31,1,111/03/07,不適用,"227,683,722","291,024,041","490,129,100","226,814,812",5.5,0,0,"263,314,288",0,0,0,0,"本公司年度總決算如有盈餘，依下列順序分派之：
(1)提繳稅款。
(2)彌補虧損。
(3)提存百分之十為法定盈餘公積，但法定盈餘公積已達本公司實收資本額
   時，不在此限。
(4)於必要時依法令規定提列或迴轉特別盈餘公積。
(5)其餘為股東紅利併同以前年度累積未分配盈餘，由董事會擬具分派議案。
本公司股利政策，將視目前及未來之發展計畫、投資環境、資金需求、國內外競爭狀況及資本預算等因素，兼顧股東利益與公司長期財務規劃，就上所述可分配盈餘，由董事會擬具盈餘分派議案，其中每年提撥分配股東股息紅利應不低於當年可供分配盈餘之百分之十，惟累積可供分配盈餘低於實收股本百分之十時，得不予分配；分配股東股息紅利時，得以現金或股票方式為之，其中現金股利不低於股利總額之百分之十，惟實際分派比率依股東會決議辦理。
本公司如應分派股息及紅利之全部或一部，擬以發放現金之方式為之，由董事會以三分之二以上董事之出席，及出席董事過半數之決議，並報告股東會。
本公司若依公司法第二百四十一條，以法定盈餘公積或資本公積配發現金，由董事會以三分之二以上董事之出席，及出席董事過半數之決議，並報告股東會。",無
6806 - 森崴能源,董事會擬議,110年 年度,110/01/01~110/12/31,1,111/03/07,&nbsp,"34,754,155","455,938,572","443,630,547","50,630,547",1.34129,0,0,"196,500,000",1.34129,0,0,"19,650,000",本公司股利政策，係依據本公司獲利狀況，未來營運發展及保障股東權益等訂定之，股利發放之方式，依本章程規定由董事會擬定盈餘分配，並視本公司當時之股本、財務結構、營運狀況及盈餘考量，以不低於當年度稅後盈餘之百分之十，作為股東股利，並採盈餘轉增資或現金股利等配合，經股東會決議後辦理，以達平衡穩定之股利政策。惟現金股利不得低於股利總額百分之十,無
8011 - 台通,董事會擬議,110年 年度,110/01/01~110/12/31,1,111/03/15,111/05/31,"127,390,204","-199,790,180","-69,287,340","-69,287,340",0,0,0,0,0,0,0,0,第二十二條之一：本公司年度決算如有盈餘，應先彌補累積虧損，再提百分之十為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時，得不再提列，其餘再依法令規定提列或迴轉特別盈餘公積；如尚有餘額，併同累積未分配盈餘，由董事會擬具盈餘分配案，提請股東會決議分派股東股息紅利。,無
8016 - 矽創,董事會決議,110年 年度,110/01/01~110/12/31,1,111/03/17,不適用,"1,684,475,664","6,005,760,107","7,172,858,003","3,328,477,971",32,0,0,"3,844,380,032",0,0,0,0,"(1).本公司股東紅利之分配得以現金或股票方
式發放，惟現金股利分派之比例不低於股利總
額之百分之十。分配股利之政策，須視公司目
前及未來之投資環境、資金需求、國內外競爭
狀況及資本預算等因素，兼顧股東利益、平衡
股利及公司長期財務規劃等，每年依法由董事
會擬具分派案，提報股東會。
(2).本公司授權董事會以三分之二以上董事之
出席，及出席董事過半數之決議，將應分派股
息及紅利之全部或一部，以發放現金之方式為
之，並提報最近一次股東會。
(3).本公司無虧損時，授權董事會以三分之二
以上董事之出席，及出席董事過半數之決議，
將法定盈餘公積(超過實收資本額百分之二十
五之部分)及符合公司法規定之資本公積之全
部或一部，以發放現金之方式為之，並提報最
近一次股東會。",無
8021 - 尖點,董事會決議,110年 年度,110/01/01~110/12/31,1,111/02/24,不適用,"1,093,811,626","446,525,959","1,477,993,415","1,150,978,340",2.3,0,0,"327,015,075",0,0,0,0,"第十八條之一：本公司年度總決算如有本期稅後淨利依下列順序分派之。
(一)彌補累積虧損(包括調整未分配盈餘金額)。
(二)提存百分之十為法定盈餘公積(但法定盈餘公積累積已達本公司實收資本總額時，不在此限)。
(三)依法令或主管機關規定提撥特別盈餘公積或迴轉特別盈餘公積。
(四)扣除上述各項後，併同期初未分配盈餘(包括調整未分配盈餘金額)，由董事會擬定盈餘分配案，提請股東會決議後分派之。 
本公司分派股息及紅&amp;#63965;或法定盈餘公積及資本公積之全部或一部如以發放現金之方式為之，授權董事會以三分之二以上董事之出席，及出席董事過半數同意後為之，並報告股東會。
考量公司未來營運發展計劃、財務結構及股東權益，本公司股東紅利不低於當年度可供分配盈餘之百分之二十，其 中現金股利不低於當年度發放股東紅利分配總額之百分之十。",無
8033 - 雷虎,董事會擬議,110年 年度,110/01/01~110/12/31,1,111/03/22,111/06/09,"-613,075,821","22,176,419","-591,566,366","-591,566,366",0,0,0,0,0,0,0,0,本公司所處產業環境多變，企業生命週期正值穩定成長階段，考量公司資金需求及長期財務規劃，本公司每年決算後所得純益，除依法扣繳所得稅外，應先彌補以往年度虧損，次就其餘額提存百分之十為法定盈餘公積並依法提撥特別盈餘公積及回轉後，如尚有餘額，餘數加計上年度未分配盈餘為累積可分配盈餘，由董事會擬具分派議案，提請股東會決議分配之。董事會擬具之盈餘分派議案，股東紅利之總額應為累積可分配盈餘之十％至九十％，其中現金紅利應為股東紅利總額之一Ｏ％以上。,無
8039 - 台虹,董事會擬議,110年 年度,110/01/01~110/12/31,1,111/02/23,111/05/26,"2,765,352,595","734,653,650","3,438,932,769","2,916,133,539",2.5,0,0,"522,799,230",0,0,0,0,"第廿八條之一　本公司每年度決算後如有盈餘，依下列順序分派之：
一、提繳稅捐。
二、彌補虧損。
三、提出當期淨利百分之十為法定盈餘公積。但法定盈餘公積已達資本總額時，不在此限。
四、依法令或證券主管機關規定提列或迴轉特別盈餘公積。
五、如尚有餘額，由董事會擬具股東紅利分配議案，提請股東會決議。
第廿九條  本公司將考量公司所處環境及成長階段，因應未來資金需求及長期財務規劃，並滿足股東對現金流入之需求，由董事會依第廿八條之一計算之可分配盈餘擬具盈餘分配議案，提報股東會決議，同時依該條所計算出的可分配盈餘至少提撥百分之四十為股東股利，其中現金股利發放總額不得低於發放股東股利總額之百分之十，最高以百分之百為上限。",無
8046 - 南電,董事會擬議,110年 年度,110/01/01~110/12/31,1,111/02/25,111/05/27,"931,353,423","10,581,525,281","9,995,097,564","3,533,442,694",10,0,0,"6,461,654,870",0,0,0,0,本公司年度總決算如有盈餘應先提繳稅款，彌補累積虧損，再提百分之十為法定盈餘公積，並於必要時酌提特別盈餘公積，次提股息，當年度如尚有盈餘，併同以前年度累積未分配盈餘，由董事會擬具股東紅利分配案，提請股東常會決議分派之,無
8070 - 長華*,董事會決議,110年 下半年,110/07/01~110/12/31,1,111/03/17,不適用,"1,639,963,566","1,150,841,842","2,708,236,051","1,591,376,581",1.62,0,0,"1,116,859,470",0,0,0,0,"公司章程第十八條：
本公司盈餘分派或虧損撥補，得於每半會計年
度終了後為之。每半會計年度決算如有盈餘，
應先彌補累積虧損、預估並保留應納稅捐及員
工酬勞與董事酬勞、次提百分之十為法定盈餘
公積，但法定盈餘公積已達本公司實收資本額
時，不在此限，及依法令或主管機關規定提列
或迴轉特別盈餘公積，如尚有盈餘，其餘額加
計上半會計年度累計未分配盈餘，由董事會擬
具盈餘分派議案，以發行新股方式為之時，應
提請股東會決議後分派之；以現金方式為之時
，應經董事會決議。
本公司年度總決算如有盈餘，應先提繳稅捐、
彌補累積虧損，次提百分之十為法定盈餘公積
，但法定盈餘公積累積已達本公司實收資本額
時，不在此限，及依法令或主管機關規定提列
或迴轉特別盈餘公積後，就其餘額加計以前年
度累積未分配盈餘，依本章程第四條之ㄧ規定
分派特別股股息後，由董事會擬具盈餘分派議
案，以發行新股方式為之時，應提請股東會決
議後分派之。
本公司依公司法第二百四十條規定，授權董事
會以三分之二以上董事之出席，及出席董事過
半數之決議，將應分派股息及紅利或公司法第
二百四十一條規定之法定盈餘公積及資本公積
之全部或一部，以發放現金方式為之，並報告
股東會。
公司章程第十八條之一：
本公司配合整體環境及產業成長特性，並配合
公司長期財務規劃、以求永續經營、穩定經營
發展，股利政策係採用剩餘股利政策，主要係
依據本公司未來之資本預算規劃來衡量年度之
資金需求，優先保留融通所需之資金後，剩餘
之盈餘才以現金股利及股票股利之方式分派之
。分派步驟如下：
一、決定最佳之資本預算。
二、決定滿足前項資本預算所需融通之資金。
三、決定所需融通之資金多少由保留盈餘予以
支應。
四、剩餘之盈餘視營運需要保留適當額度後，
得以股利之方式分配給股東，擬分配餘額應不
低於公司當年度可供分配盈餘之百分之十，惟
現金股利部份不低於擬發放股利總和之百分之
十。",無
面額新台幣10元之公司,,,,,,,,,,,,,,,,,,,,
因應主管機關函令，上市(櫃)及興櫃公司110年原訂5月24日至6月30日股東會，延至110年7月至8月間召開，延期召開股東會日期彙總表，請至110年7月及8月「股東會及除權息日曆」查詢。,,,,,,,,,,,,,,,,,,,,
公司代號名稱,決議（擬議）進度,股利所屬年(季)度,股利所屬期間,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積發放之現金(元/股),股東配發-資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積轉增資配股(元/股),股東配發-資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),摘錄公司章程-股利分派部分,備註
8070 - 長華*,董事會決議,110年 上半年,110/01/01~110/06/30,1,110/11/05,不適用,"1,116,984,905","574,658,477","1,901,942,948","1,639,963,566",0.38,0,0,"261,979,382",0,0,0,0,"公司章程第十八條：
本公司盈餘分派或虧損撥補，得於每半會計年
度終了後為之。每半會計年度決算如有盈餘，
應先彌補累積虧損、預估並保留應納稅捐及員
工酬勞與董事酬勞、次提百分之十為法定盈餘
公積，但法定盈餘公積已達本公司實收資本額
時，不在此限，及依法令或主管機關規定提列
或迴轉特別盈餘公積，如尚有盈餘，其餘額加
計上半會計年度累計未分配盈餘，由董事會擬
具盈餘分派議案，以發行新股方式為之時，應
提請股東會決議後分派之；以現金方式為之時
，應經董事會決議。
本公司年度總決算如有盈餘，應先提繳稅捐、
彌補累積虧損，次提百分之十為法定盈餘公積
，但法定盈餘公積累積已達本公司實收資本額
時，不在此限，及依法令或主管機關規定提列
或迴轉特別盈餘公積後，就其餘額加計以前年
度累積未分配盈餘，依本章程第四條之ㄧ規定
分派特別股股息後，由董事會擬具盈餘分派議
案，以發行新股方式為之時，應提請股東會決
議後分派之。
本公司依公司法第二百四十條規定，授權董事
會以三分之二以上董事之出席，及出席董事過
半數之決議，將應分派股息及紅利或公司法第
二百四十一條規定之法定盈餘公積及資本公積
之全部或一部，以發放現金方式為之，並報告
股東會。
公司章程第十八條之一：
本公司配合整體環境及產業成長特性，並配合
公司長期財務規劃、以求永續經營、穩定經營
發展，股利政策係採用剩餘股利政策，主要係
依據本公司未來之資本預算規劃來衡量年度之
資金需求，優先保留融通所需之資金後，剩餘
之盈餘才以現金股利及股票股利之方式分派之
。分派步驟如下：
一、決定最佳之資本預算。
二、決定滿足前項資本預算所需融通之資金。
三、決定所需融通之資金多少由保留盈餘予以
支應。
四、剩餘之盈餘視營運需要保留適當額度後，
得以股利之方式分配給股東，擬分配餘額應不
低於公司當年度可供分配盈餘之百分之十，惟
現金股利部份不低於擬發放股利總和之百分之
十。",無
8072 - 陞泰,董事會決議,110年 年度,110/01/01~110/12/31,1,111/03/16,不適用,"292,218,796","30,974,795","315,661,646","287,661,646",0.35,0,0,"28,000,000",0,0,0,0,"第 十八 條：本公司每年稅前淨利扣除分配員工酬勞及董事酬勞前之利益於彌補以前年度虧損後，如尚有餘額則分派如下：員工酬勞不低於百分之六；董事酬勞不高於百分之三。
員工酬勞、董事酬勞分派比率之決定及員工酬勞以股票或現金為之，應由董事會以董事三分之二以上之出席及出席董事過半數同意之決議行之，並報告於股東會。",無
8081 - 致新,董事會擬議,110年 年度,110/01/01~110/12/31,1,111/03/16,111/06/09,"756,905,720","2,181,547,912","2,761,818,016","1,383,064,864",16,0,0,"1,378,753,152",0,0,0,0,"本公司年度扣除員工酬勞及董事酬勞前之本期稅前淨利，應提撥百分之十至百分之二十五為員工酬勞及不高於百分之二為董事酬勞。但公司尚有累積虧損(包括調整未分配盈餘金額)時，則應先扣除累積虧損之數額後，再就餘額計算提撥。
前項員工酬勞得以股票或現金為之，其發放之對象得包括符合董事會所訂條件之從屬公司員工。前項董事酬勞僅得以現金為之。
前二項應由董事會決議行之，並報告股東會。
本公司每年決算如有本期稅後淨利，應先彌補累積虧損(包括調整未分配盈餘金額)，依法提撥百分之十為法定盈餘公積，但法定盈餘公積累積已達資本總額時，不在此限，並依法令規定提列或迴轉特別盈餘公積。如尚有餘額，連同期初未分配盈餘(包括調整未分配盈餘金額)，由董事會擬具盈餘分配議案，提請股東會決議分派股東股息紅利。
本公司股利政策將考量公司未來擴展營運規劃、資金需求及國內外競爭狀況，並兼顧股東利益等因素，決定股東股息紅利之金額，其中現金紅利不得低於股東紅利總額之百分之八十。",無
8101 - 華冠,董事會擬議,110年 年度,110/01/01~110/12/31,1,111/03/24,111/06/21,"-1,642,304,412","5,672,938","-1,638,918,321","-1,638,918,321",0,0,0,0,0,0,0,0,本公司年度決算如有盈餘，應先提繳所得稅款及彌補虧損後，次提百分之十為法定盈餘公積，但法定盈餘公積已達實收資本額時，得不再提列。並得視業務需要或法令規定提列或迴轉特別盈餘公積，如尚有盈餘，其餘之盈餘連同以前年度累積未分配盈餘由董事會擬定分配案，經股東會決議分派之。,無
8103 - 瀚荃,董事會擬議,110年 年度,110/01/01~110/12/31,1,111/03/23,111/06/23,"756,020,541","338,615,330","1,027,886,756","869,979,930",2,0,0,"157,906,826",0,0,0,0,"第十九條之一：本公司年度總決算如有盈餘，應先提繳稅捐、彌補虧損，次提列百分之十為法定盈餘公積，並視其他依法令規定提列特別盈餘公積後為當年度可供分配盈餘，可併同期初未分配盈餘，由董事會擬具盈餘分派案或酌予保留部份盈餘後，提請股東會決議。
本公司股利政策，係配合目前及未來之發展計畫、考量投資環境、資金需求及國內外競爭狀況，並兼顧股東利益等因素，股東紅利分配數應不低於當年度可分配盈餘之百分之十五。
分配股東紅利，得以股票或現金方式為之，其中現金股利之比例不得低於股利總額之百分之十。",無
8104 - 錸寶,董事會擬議,110年 年度,110/01/01~110/12/31,1,111/03/21,111/06/23,"427,314,102","192,160,373","601,643,528","453,948,706",2,0,0,"147,694,822",0,0,0,0,"依本公司章程規定，年度決算如有盈餘，依下列順序分派之：
A.提繳稅捐。
B.彌補虧損。
C.提存百分之十為法定盈餘公積。
D.依法令或主管機關規定提撥或迴轉特別盈餘公積。
E.董事會得就該餘額併同以往年度盈餘擬具盈餘分配議案，提請股東會決議。
本公司正處營業成長期，分配股利之政策，須視公司目前及未來之
投資環境、資金需求、國內外競爭狀況及資本預算等因素，兼顧股東利益、平
衡股利及公司長期財務規劃等，股東股利之發放，每年提撥分配股東紅利應不
低於當年可供分配盈餘之百分之十，惟累積可供分配盈餘低於實收股本百分之
十時，得不予分配；分配股東股息紅利時，得以現金或股票方式為之，其中股
票股利於股利總額之0%~90%，現金股利於股利總額之10%~100%。","本次現金股利分派採「元以下無條件捨去」計算方式，
不足一元之畸零款合計數，由小數點數字由大至小及
戶號由前至後順序調整，至符合現金股利分配總額，
並俟本次股東常會通過後，授權董事長另訂定配息基
準日及發放日等相關事宜。"
8105 - 凌巨,董事會決議,110年 年度,110/01/01~110/12/31,1,111/03/17,不適用,0,"92,667,657","104,472,840","104,472,840",0,0,0,0,0,0,0,0,"第二十三條：本公司年度如有獲利，應提撥酬
勞如下：
 一、不低於百分之一為員工酬勞。
 二、不高於百分之一‧五董事酬勞。
上述員工酬勞由董事會決議得以股票或現金方
式分派發放，其對象得包括符合一定條件之從
屬公司員工，該一定條件由董事會訂定之。
員工及董事酬勞分派案應提股東會報告。但公
司尚有累積虧損時，應先保留彌補數額後，再
依章程規定提撥員工及董事酬勞。

第二十三條之一：本公司每年決算後如有當期
淨利，應先提繳稅款、彌補虧損，次提百分之
十為法定盈餘公積，但法定盈餘公積已達資本
總額時不在此限，及依法所需提列特別盈餘公
積或迴轉特別盈餘公積後，連同期初累積未分
配盈餘及當年度未分配盈餘調整數額視為可分
配盈餘，所餘盈餘由董事會擬具分派議案，以
發行新股方式為之時，應提請股東會決議分派
之。

本公司依公司法第二百四十條第5項規定，授
權董事會以三分之二以上董事之出席，及出席
董事過半數之決議，將應分派股息及紅利之全
部或一部，以發放現金方式為之，並報告股東
會。

第二十三條之二：董事會為維持股利穩定，剩
餘之盈餘除法令規定外，併同以前年度盈餘，
由董事會參酌公司業績發展及資金狀況擬定股
利分派議案，其以現金股利分派部份原則上不
低於擬分派股利之百分之十；若當年度無盈餘
可分派，或雖有盈餘但盈餘數額遠低於公司前
一年度實際分派之盈餘，或依公司財務、業務
及經營面等因素之考量，得將公積全部或一部
依法令或主管機關規定分派。

第二十三條之三：本公司依公司法第二百四十
一條規定，將法定盈餘公積及資本公積之全部
或一部，按股東原有股份之比例發給新股或現
金，以發放現金方式時，授權董事會以三分之
二以上董事之出席，及出席董事過半數之決議
之，並報告股東會。",無
8112 - 至上,董事會決議,110年 年度,110/01/01~110/12/31,1,111/03/22,不適用,"283,825,850","2,881,044,774","2,655,239,638","941,253,746",4,0,0,"1,713,985,892",0,0,0,0,"第二十條之一：
本公司年度總決算如有盈餘時，應先彌補累積虧損，依法提撥百分之十為法定盈餘公積，但法定盈餘公積累積已達本公司實收資本總額時，不在此限，另依法令規定提列或迴轉特別盈餘公積；如尚有盈餘，得優先分派特別股當年度得分派之股息，其餘額再併同期初未分配盈餘，由董事會擬具盈餘分配議案，以發行新股方式為之時，應提請股東會決議後分派之。
本公司股利之分派，係配合當年度之盈餘狀況，以股利穩定為原則，分派數額應不低於累積可分配盈餘之百分之五十，其中現金紅利不低於股東股息紅利總額之百分之十，若經上列比率計算現金股利每股配發未達0.2元時，得全數發放股票股利。
本公司分派股息及紅利或法定盈餘公積及資本公積之全部或一部，如以發放現金之方式為之，得授權董事會以三分之二以上董事之出席，及出席董事過半數同意後為之，並報告股東會。",無。
8114 - 振樺電,董事會擬議,110年 年度,110/01/01~110/12/31,1,111/03/17,111/06/06,"106,741,668","465,567,152","422,224,425","84,131,451",4.5,0,0,"338,092,974",0,0,0,0,"本公司年度如有獲利，應提撥不低於二%且不高於十%為員工酬勞，以及不高於
四%為董事酬勞。但公司尚有累積虧損時，應預先保留彌補數額。
前項員工酬勞得以股票或現金為之，其給付對象得包括符合董事會所訂一定條件
之控制或從屬公司員工。前項董事酬勞僅得以現金為之。
本公司年度總決算如有本期稅後淨利，應先彌補累積虧損，依法提撥百分之十為
法定盈餘公積，但法定盈餘公積已達公司實收資本總額時，不在此限。次依法令
或主管機關規定提撥或迴轉特別盈餘公積。嗣餘之盈餘，併同期初未分配盈餘，
由董事會擬具盈餘分配議案，提請股東會決議優先分派特別股股息後，如尚有餘
額，再分派普通股股東股息紅利。
本公司股利政策，係配合目前及未來之營運發展計畫、考量投資環境、資金需求、
最佳資本支出預算及國內外競爭狀況，並兼顧股東利益等因素，除特別股股息之
分派各依其發行條件辦理外，股利金額最低至少應為當年度決算稅後淨利彌補以
往虧損、提列法定盈餘公積、特別盈餘公積等各項金額後之百分之六十。除特別
股股息之分派各依其發行條件辦理外，股東紅利之分派採股票與現金之平衡政
策，於滿足最佳資本預算及考量每股盈餘稀釋程度下，如公司無重大投資之考
量，則發放股息及股東紅利時，現金股利所佔之比例不得低於百分之二十五。惟
實際股利分派比率得依總體經濟情況、財務、業務及經營面等因素之考量調整之。",無
8131 - 福懋科,董事會擬議,110年 年度,110/01/01~110/12/31,1,111/02/24,111/06/24,"2,350,398,700","1,557,008,624","3,704,620,125","2,599,064,567",2.5,0,0,"1,105,555,558",0,0,0,0,"本公司年度總決算如有盈餘，除依法扣繳稅款
外，應先彌補以往年度虧損，次提百分之十為
法定盈餘公積，並於必要時酌提特別盈餘公
積，再提股息，當年度如尚有盈餘，併同以前
年度累積未分配盈餘，由董事會擬具股東紅利
分配議案，提請股東常會決議分派之。
前項特別盈餘公積包含：
一、因特殊用途所提列之盈餘公積。
二、依權益法認列之投資收益。
三、因金融商品交易認列之淨評價收益，惟其
累積數減少時應同額調減特別盈餘公積，並以
本項提列數為限。
四、其他依法令規定提列之特別盈餘公積。
本公司所營事業屬穩定成長階段，因應業務規
模擴展需求，股利政策採用現金股利、盈餘轉
增資與資本公積轉增資三種方式搭配發放，就
當年度可分配盈餘扣除法定盈餘公積及特別盈
餘公積後，至少分配百分之五十以上，並以發
放現金股利為優先，盈餘轉增資及資本公積轉
增資合計之比例，以不超過當年度全部股利之
百分之五十。",無。
8150 - 南茂,董事會擬議,110年 年度,110/01/01~110/12/31,1,111/02/24,111/05/26,"3,685,632,840","5,059,069,139","8,234,969,494","5,107,836,952",4.3,0,0,"3,127,132,542",0,0,0,0,"第廿五條之一：本公司年度總決算如有盈餘，應先提繳稅款、彌補累積虧損，次提百分之十為法定盈餘公積，並依法令及主管機關規定提列或迴轉特別盈餘公積，其餘加計期初累計未分配盈餘及當年度未分配盈餘調整數額作為可供分派盈餘，由董事會視營運需要酌予保留後，如仍有盈餘，提請股東會決議分派全部或部分派付股東股利。
本公司股東股利分派議案，係由董事會視公司歷年盈餘、目前及未來之投資環境、資金需求、國內外競爭狀況及資本預算等因素，並兼顧股東利益、平衡股利及公司長期之財務規劃，每年依法由董事會擬具，提報股東會決議。本公司盈餘之分派得以現金股利或股票股利之方式為之，其中現金股利支付比率以不低於當年度之盈餘分派股利總額之百分之十為限。","本次盈餘分派將以現金發放，嗣後如發生影響本公司流通在外股份總數之事由，如本公
司買回庫藏股等致影響本公司流通在外股份總數時，擬授權董事長依一百一十一年股東
常會決議之擬分配一百一十年度盈餘總額，按配息基準日本公司實際流通在外股份之數
量，調整分配比率。"
8163 - 達方,董事會決議,110年 年度,110/01/01~110/12/31,1,111/03/08,不適用,"652,622,127","1,146,532,680","1,674,856,010","834,856,007",3,0,0,"840,000,003",0,0,0,0,"第十九條：本公司年度如有獲利，應提撥百分
之五至百分之二十為員工酬勞及不超過百分之
一為董事酬勞。但公司尚有累積虧損時，應預
先保留彌補數額。 
前項員工酬勞發給股票或現金之對象，得包括
符合一定條件之控制或從屬公司員工，其條件
及分配方式授權董事會或其授權之人決定之。
第十九條之一：本公司年度總決算如有盈餘，
應先提繳稅款，彌補以往虧損，次提百分之十
為法定盈餘公積，並依法令規定提列或迴轉特
別盈餘公積，如尚有盈餘併同累積未分配盈
餘，由董事會擬具盈餘分配案提請股東會決議
分派之。盈餘分配案若以現金股利為之，則授
權董事會決議並於股東會報告。
公司以發行新股方式分派股息及紅利時，應依
公司法規定辦理。
本公司若依公司法第二四一條第二項規定以法
定盈餘公積或資本公積配發現金股利，則授權
董事會決議分派並於股東會報告。
第二十條：本公司係屬技術及資本密集之科技
事業，正值成長期，為配合長期資本規劃，及
滿足股東對現金流量之需求，本公司之股利政
策採用剩餘股利政策，以健全公司之成長與永
續經營。當年度可分配盈餘達實收資本額百分
之二時，發放之股利不低於當年度可分配盈餘
之百分之十；當年度可分配盈餘未達實收資本
額百分之二時，得不發放股利。
股利分派時為考慮未來擴展營運規模及現金流
量之需求，每年發放現金股利之比例不得低於
當年度發放現金及股票股利合計數的百分之
十。",無
8201 - 無敵,董事會決議,110年 年度,110/01/01~110/12/31,1,111/03/14,不適用,"-48,002,077","109,291,436",0,0,0,0,0,0,0,0,0,0,本公司股利政策，係考量公司所處環境及配合目前與未來之發展計劃，因應未來資金需求及長期財務規劃，並兼顧股東利益等因素，每年就可供分配盈餘，提撥不低於百分之十派付股利。每年發放之現金股利不得低於當年度發放之現金及股票股利合計數之百分之十。,"其他調整事項為確定福利計劃之再衡量數列入保留盈餘-391,998"
8210 - 勤誠,董事會擬議,110年 年度,110/01/01~110/12/31,1,111/03/15,111/05/31,"1,361,583,819","672,900,808","1,961,048,332","1,598,739,232",3,0,0,"362,309,100",0,0,0,0,"依據本公司章程第二十三條之一
本公司每年度決算後如有盈餘，依下列順序分派之：
一、提繳稅款。
二、彌補虧損。
三、提出百分之十為法定盈餘公積。但法定盈餘公積已達實收資本額時，不在此限。
四、依法令或證券主管機關規定提列或迴轉特別盈餘公積。
五、如尚有餘額，再併同以前年度累積未分配盈餘，視當年度資金狀況及經濟發展由董事會決議，保留或分派股東紅利，並提請股東會決議。
第二十三條之二
本公司之股利政策，係依據當年度獲利狀況及考量未來公司成長、資本預算規劃，衡量資金需求等因素，兼顧股東利益及公司長期財務規劃，股東股利就可分配盈餘提撥，以現金股利或股票股利之方式為之。但現金股利不得低於股利總額的百分之十，現金股利每股若低於0.20元則不予發放改以股票股利發放。",無
8222 - 寶一,董事會擬議,110年 年度,110/01/01~110/12/31,1,111/02/25,111/06/27,"57,951,522","-102,947,953","-43,857,830","-43,857,830",0,0,0,0,0,0,0,0,"第二十一條  本公司年度如有獲利，應提撥5%至10%為員工酬勞，由董事會決議以股票或現金分派發放，其發放對象包含符合一定條件之從屬公司員工；本公司得以上開獲利數額，由董事會決議提撥不高於3%為董事酬勞。員工酬勞及董事酬勞分派案應提股東會報告。
            但公司尚有累積虧損時，應預先保留彌補數額，再依前項比例提撥員工酬勞及董事酬勞。
本公司年度決算如有盈餘，依法繳納稅捐，彌補累積虧損後，再提10%為法定盈餘公積，但法定盈餘公積提列總額已達本公司實收資本額時，得不再提列，其餘再依法令規定提列或迴轉特別盈餘公積；就當年度決算之盈餘，依上開規定提列之餘額，至少提撥百分之五十分派股東股利，由董事會擬具盈餘分配議案，提請股東會決議分派股東股息紅利。
第二十二條  本公司目前產業發展屬成長階段，為考量產業成長之特性、健全公司財務結構並顧及投資人之權益，採股票股利及現金股利二者平衡股利政策，當公司自外界取得足夠資金支應該年度資金需求時，將就當年度所分配之股利中，至少提撥百分之五十發放現金股利。",無。
面額新台幣10元之公司,,,,,,,,,,,,,,,,,,,,
因應主管機關函令，上市(櫃)及興櫃公司110年原訂5月24日至6月30日股東會，延至110年7月至8月間召開，延期召開股東會日期彙總表，請至110年7月及8月「股東會及除權息日曆」查詢。,,,,,,,,,,,,,,,,,,,,
公司代號名稱,決議（擬議）進度,股利所屬年(季)度,股利所屬期間,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積發放之現金(元/股),股東配發-資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積轉增資配股(元/股),股東配發-資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),摘錄公司章程-股利分派部分,備註
