"面額新台幣10元之公司"
"公司代號名稱","決議（擬議）進度","股利所屬年(季)度","股利所屬期間","期別","董事會（擬擬議）股利分派日","股東會日期","期初未分配盈餘/待彌補虧損(元)","本期淨利(淨損)(元)","可分配盈餘(元)","分配後期末未分配盈餘(元)","股東配發-盈餘分配之現金股利(元/股)","股東配發-法定盈餘公積、資本公積發放之現金(元/股)","股東配發-股東配發之現金(股利)總金額(元)","股東配發-盈餘轉增資配股(元/股)","股東配發-法定盈餘公積、資本公積轉增資配股(元/股)","股東配發-股東配股總股數(股)","摘錄公司章程-股利分派部分","備註",
"8176 - 智捷","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/09","        -66,602,951","         37,883,813","         22,158,770","            408,770","0.30000000","0.0","         21,750,000","0.0","0.0","                  0","本公司年度決算如有盈餘，除依法提繳稅捐，彌補累積虧損後，再提百分之十為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時，得不再提列，其餘再依法令規定提列或迴轉特別盈餘公積；如尚有餘額，併同累積未分配盈餘，由董事會擬具盈餘分配議案，提請股東會決議分派股東股息紅利。公司於年度決算後如有盈餘，每年發放之現金股利不低於當年度發放現金及股票股利合計數的百分之十。","",
"8182 - 加高","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/05","        451,454,814","         96,576,293","        536,612,536","        467,035,746","0.65000000","0.0","         69,576,790","0.0","0.0","                  0","本公司每年決算如有盈餘時，除依法提繳所得稅外，應先彌補以往年度虧損，次就其餘額提百分之十為法定盈餘公積，但法定盈餘公積已達資本額時，不在此限，另依法令規定提列或迴轉特別盈餘公積後，併同期初未分配盈餘為累積可分配盈餘，由董事會擬具分配議案，提請股東會決議分派之。
本公司股利政策，係配合目前及未來之發展計畫、考量投資環境、資金需求及國內外競爭狀況，並兼顧股東利益等因素，採平衡穩定之原則，股利發放不高於累積可分配盈餘之百分之八十，實際將視年度營運情形、資本預算及每股盈餘稀釋程度，採現金股利及股票股利適度比例發放，其中現金股利額度不低於百分之十。
本公司應以當年度獲利狀況，以不低於百分之二為分派員工酬勞及以當年度獲利狀況不高於百分之八分派董事、監察人酬勞。但公司尚有累積虧損時，應予彌補。
員工酬勞得以股票或現金為之，且發給之對象，得包括符合一定條件之從屬公司員工。
第一項所稱之當年度獲利狀況係指當年度稅前利益扣除分派員工酬勞及董事、監察人酬勞前之利益。
員工酬勞及董事、監察人酬勞之分派應由董事會以董事三分之二以上之出席及出席董事過半數同意之決議行之，並報告股東會。","",
"8183 - 精星","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/14","                  0","        116,116,454","        112,520,669","         78,905,350","0.30000000","0.0","         33,615,320","0.0","0.0","                  0","第廿二條之一：本公司年度如有獲利(即稅前利益扣除分派員工、董監事酬勞前之利益)，應提撥百分之二至百分之十為員工酬勞，不超過百分之二為董監事酬勞。但公司尚有累積虧損時，應預先保留彌補數額。員工酬勞得以股票或現金方式為之，應由董事會以董事三分之二以上之出席及出席董事過半數同意之決議行之，並報告股東會。發給股票或現金之對象，包括符合一定條件之從屬公司員工，其條件授權董事長決定之。
第廿三條：本公司年度總決算如有當期淨利，應先彌補虧損，次提百分之十為法定盈餘公積，並依法提列或迴轉特別盈餘公積後，如尚有餘額，連同期初累積未分配盈餘，作為可供分配之盈餘，由董事會擬具分配方案經股東會決議後分派之。
本公司所屬產業環境多變，企業生命週期已經進入成熟階段，為考量未來營運資金需求及長期財務規劃，並滿足股東對現金流入之需求，每年現金股利之分派，不得低於股東紅利總額之百分之五。
本公司得配合當年度盈餘配股情形及平衡股利政策，依相關法令規定，提撥全部或一部份資本公積作為轉增資配股，由董事會擬定分配案，經股東會決議後分派之。","",
"8234 - 新漢","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/20","        211,859,712","        226,307,688","        413,148,782","        201,826,574","1.50000000","0.0","        211,322,208","0.0","0.0","                  0","第  二十  條  公司年度如有獲利(提列員工酬勞與董事酬勞前之稅前淨利)，應提列不低於百分之一為員工酬勞及不高於百分之一為董事酬勞。惟公司如有累積虧損，應預先保留彌補數額。
前項員工酬勞得以股票或現金為之，給付對象包括本公司及符合一定條件之從屬公司員工。董事酬勞限以現金為之，每位董事每年獲配的金額上限為台幣三仟萬元。
前兩項應由董事會三分之二以上董事出席，出席董事二分之一以上決議後為之，並向股東會報告。
本公司審計委員會設置前，監察人酬勞併同董事酬勞分派，並準用本條規定。

第二十條之一  本公司年度總決算如有盈餘(提列第二十條之員工酬勞與董事酬勞後)，應先提繳稅款，彌補以往虧損，次提撥百分之十為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時，得不再提列，其餘再依法提撥或迴轉特別盈餘公積；如尚有餘額併同累積未分配盈餘，由董事會擬具股東紅利分配議案，經股東會決議後分派之。
本公司考量所處環境及成長階段，因應未來資金需求及長期財務規劃，每年股東股利發放總額以不高於可供分配股東股利之盈餘總額的百分之九十，現金股利配發不得低於股利總額之百分之五為原則。但若可供分配股東股利之總額未達每股零點五元時，則不受前述比率之限制。","",
"8240 - 華宏","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/05/25","        877,631,022","       -676,299,576","        191,466,389","        191,466,389","0.0","0.0","                  0","0.0","0.0","                  0","本公司年度總決算如有盈餘，依法繳納稅捐，彌補累積虧損後，
再提10%為法定盈餘公積，但法定盈餘公積已達本公司實收資本
額時，得不再提列，其餘再依法令規定提撥或迴轉特別盈餘公積
；如尚有餘額，併同累積未分配盈餘，由董事會擬具盈餘分配議
案，提請股東會決議分派股東紅利。
本公司股利政策，係配合目前及未來之發展計畫、考量投資環境
、資金需求及國內外競爭狀況，並兼顧股東利益等因素；分配股
東紅利時，得以現金或股票方式為之，其中現金股利不低於股利
總額之10%。","",
"8255 - 朋程","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/05/26","        463,062,718","        561,680,907","        961,580,508","        587,255,508","5.00000000","1.50000000","        374,325,000","0.0","0.0","                  0","第十八條：本公司年度決算如有獲利時，應提撥員工酬勞及董事酬勞如下，但公司尚有累積虧損時，應於獲利中預先保留彌補虧損數額後再行提撥。前述獲利係指扣除員工酬勞及董事酬勞前之稅前淨利。
一、員工酬勞不低於百分之五，由董事會決議以股票或現金分派發放，其發放對象包含符合一定條件之從屬公司員工。
二、董事酬勞不高於百分之三。
員工酬勞及董事酬勞分派案應提股東會報告。","",
"8277 - 商丞","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/15","       -168,719,197","       -146,938,939","       -317,613,133","       -317,613,133","0.0","0.0","                  0","0.0","0.0","                  0","第廿八條：股息及紅利之分派，以各股東持有股份之比例為準。公司無盈餘時，不得分派股息及紅利。
第廿九條：本公司年度如有獲利，應提撥百分之五至百分之十五為員工酬勞及不高於百分之二為董事酬勞；員工酬勞發給股票或現金之對象得包括符合一定條件之從屬公司員工，該一定條件由董事長訂定之。
但公司尚有累積虧損時，應預先保留彌補數額，再依前項比例提撥員工酬勞及董事酬勞。
第廿九條之一：本公司年度決算如有盈餘，除依法提繳稅款及彌補以往年度虧損外，應先提撥百分之十為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時不在此限，必要時依法提列或迴轉特別盈餘公積，如尚有餘額，併加計前期累積未分配盈餘後，除得保留部份盈餘於以後年度另行決議分派外，由董事會依公司股利政策擬具盈餘分配議案，提報股東會決議後分派之。
本公司考量公司所處環境及成長階段，因應未來資金需求及長期財務規劃，並滿足股東對現金流入之需求，就可分配盈餘提撥百分之五十以上分派股東股利，其中現金股利不得低於股利總額之百分之二十。","",
"8279 - 生展","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/05/26","        154,108,574","         90,205,400","        235,187,315","        214,186,541","1.00000000","0.0","         21,000,774","0.0","0.0","                  0","為激勵員工及經營團隊，本公司依當年度獲利狀況(即稅前利益扣除下述分配員工酬勞及董事酬勞前之利益)，於彌補虧損後，如尚有餘額依下列方式分配之：
1.就其餘額提撥百分之一至百分之三為員工酬勞。
2.就其餘額提撥不高於百分之三為董事酬勞。
員工酬勞及董事酬勞之分派，以董事三分之二以上之出席及出席董事過半數同意之決議行之，並報告於股東會。
員工酬勞發給股票或現金之對象包括符合一定條件之從屬公司員工。
本公司每年決算後如有盈餘，依下列順序分派之：
1.提繳稅捐。
2.彌補歷年之虧損。
3.提列百分之十為法定盈餘公積，但法定盈餘公積已達資本總額時，不在此限。
4.依法令或主管機關規定提列或迴轉特別盈餘公積。
5.其餘之盈餘連同以前年度未分配盈餘，由董事會視營運需要，擬具分派議案，提請股東會決議後行之。
本公司產業發展階段屬於成長期，將視目前及未來之投資環境、資金需求、國內外競爭狀況及資本預算等因素，兼顧股東利益與資本適足率，盈餘分配除依前項規定辦理外，當年度股東紅利之分派得以現金或股票方式為之，當年度決算有盈餘時，股東分派之股東紅利為當年度可分配盈餘之百分之十至百分之八十，其中現金發放比率不低於當年度股東紅利總額之百分之十，但現金股利每股若低於零點五元，得經股東會決議，改以股票股利發放。","",
"8284 - 三竹","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/14","                  0","         43,640,441","         40,547,659","         40,547,659","0.0","0.0","                  0","0.0","0.0","                  0","第二十條:公司年度如有獲利，應提撥2%~6%為員工酬勞，及3%~5%為董事監察人酬勞。但公司尚有累積虧損時，應預先保留彌補數額。員工酬勞以股票或現金為之，應由董事會以董事三分之二以上之出席及出席董事過半數同意之決議行之，並報告股東會。本公司員工酬勞之發放對象除本公司員工外，得包括符合一定條件之從屬公司員工。","",
"8289 - 泰藝","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/22","        120,454,206","         36,579,646","        146,943,087","        109,469,884","0.50000000","0.0","         37,473,203","0.0","0.0","                  0","本公司年度總決算如有盈餘，依法繳納稅捐、彌補累積虧損後，再提百分之十為法定盈餘公積，
但法定盈餘公積已達本公司實收資本額時，得不再提列，其餘再依法令規定提列或迴轉特別盈餘公積；
如尚有餘額，併同累積未分配盈餘，由董事會擬具盈餘分配議案，提請股東會決議分派股東股息紅利。

本公司股利政策採穩健平衡原則，並考量公司未來營運發展之資金需求及健全財務狀況等因素，
就當年度所分配之股東股息及紅利中，現金股利之分派不低於百分之五十。
但董事會得依當年度營運資金需求狀況調整該比例，並提請股東會決議。","",
"8291 - 尚茂","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/19","       -366,926,521","        -40,514,876","       -410,878,246","       -410,878,246","0.0","0.0","                  0","0.0","0.0","                  0","本公司年度決算如有盈餘，依法繳納稅捐，彌補累積虧損後，次提百分之十為法定盈餘公積，得再依實際需要或依法提列特別盈餘公積；如尚有餘額，併同迴轉特別盈餘公積及累積未分配盈餘，由董事會擬具盈餘分派議案，提請股東會決議分派股東紅利。
上項法定盈餘公積累積已達本公司實收資本總額時，得不再提列。
本公司為考量產業成長之特性、健全公司財務結構並顧及投資人之權益，每年就可供分配盈餘提撥不低於百分之五十分配股東紅利，惟累積可供分配盈餘低於實收資本額百分之一時，得不予分配；分配股東紅利時，採股票股利及現金股利二者平衡股利政策，其中現金股利不低於股東紅利總額之百分之二十。","",
"8299 - 群聯","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/13","      7,115,425,854","      4,866,992,076","     11,526,829,864","      8,767,793,962","14.00000000","0.0","      2,759,035,902","0.0","0.0","                  0","本公司年度總決算如有本期稅後淨利，應先彌補累積虧損，次提10%為法定盈餘公積；但法定盈餘公積累積已達本公司實收資本總額時，不在此限。並依法令或主管機關規定提撥或迴轉特別盈餘公積。嗣餘盈餘，連同累積未分配盈餘，由董事會視實際營運狀況酌情保留適當盈餘後，擬具盈餘分配議案，提請股東會決議分派股東紅利。
本公司分配股利之政策，需視公司目前及未來之投資環境、資金需求、國內外競爭狀況及資本預算等因素，兼顧股東權益、平衡股利及公司長期財務規劃等，每年依法由董事會擬具分配案，提報股東會。本公司股東紅利分派得以現金或股票方式發放，其中股東現金紅利分派之比例不低於股東紅利總額百分之十。","",
"8342 - 益張","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/08","         60,811,700","        194,627,077","        235,976,069","         61,728,455","5.80000000","0.0","        174,247,614","0.0","0.0","                  0","本公司年度決算如有本期稅後淨利，應先彌補累積虧損(包括調整未分配盈餘金額)，次依法提撥百分之十為法定盈餘公積；但法定盈餘公積累積已達本公司資本總額時，不在此限。次依法令或主管機關規定提列或迴轉特別盈餘公積。如尚有餘額，併同期初累積未分配盈餘(包括調整未分配盈餘金額)由董事會擬具盈餘分派案，提請股東會決議分派之。
本公司之股利政策，係配合整體經營環境與產業成長特性，並參酌公司本身之資金需求、財務結構及國內外競爭狀況等因素來分配，以達到公司能永續經營與成長的目的。
董事會擬具之盈餘分派議案，股東紅利之總額以不低於可分派盈餘總額之30%為原則。本公司股東紅利的發放，得以現金股利或股票股利方式為之，其中現金股利分派之比例不得低於股利總額百分之十。","",
"8349 - 恒耀國際","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/13","         93,865,068","        501,662,249","        279,309,802","         95,398,712","2.00000000","3.10000000","        468,973,280","0.0","0.0","                  0","本公司年度決算如有盈餘，依法繳納稅捐，彌補累積虧損後，再提百分之十為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時，得不再提列，其餘再依法令規定提列或迴轉特別盈餘公積；如尚有餘額，併同累積未分配盈餘，由董事會擬具盈餘分配議案，提請股東會決議分派股東股息紅利。
本公司注重股利之穩定性與成長性，股利政策係依據公司未來資本預算規劃及衡量未來年度資金需求後為保留公司營運所需之資金以增加競爭能力，儘量以股票股利為主，惟現金股利發放以不低於百分之五為限。","",
"面額新台幣10元之公司"
"公司代號名稱","決議（擬議）進度","股利所屬年(季)度","股利所屬期間","期別","董事會（擬擬議）股利分派日","股東會日期","期初未分配盈餘/待彌補虧損(元)","本期淨利(淨損)(元)","可分配盈餘(元)","分配後期末未分配盈餘(元)","股東配發-盈餘分配之現金股利(元/股)","股東配發-法定盈餘公積、資本公積發放之現金(元/股)","股東配發-股東配發之現金(股利)總金額(元)","股東配發-盈餘轉增資配股(元/股)","股東配發-法定盈餘公積、資本公積轉增資配股(元/股)","股東配發-股東配股總股數(股)","摘錄公司章程-股利分派部分","備註",
"8354 - 冠好","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/26","        462,544,707","         58,538,287","        515,121,170","        483,249,310","0.50000000","0.0","         31,871,860","0.0","0.0","                  0","第 十八 條：本公司每年決算後所得純益，依下列順序分派之：
一、依法提繳所得稅款。
二、彌補以往年度虧損。
三、提存百分之十為法定盈餘公積，但法定盈餘公積累積已達本公司資本總額時，不在此限。
四、必要時提列或迴轉特別盈餘公積。
五、員工紅利，已減除依一至四款規定數額剩餘之數提撥不高於或等於百分之五。
六、董事、監察人酬勞，已減除依一至四款規定數額剩餘之數提撥百分之三。
七、扣除前項各款餘額後，由董事會就該餘額併同以往年度未分配盈餘就其百分之零至百分之九十擬具分派議案，提請股東會決議分派之。
前項員工分配紅利得以分配股票方式為之，員工分配紅利對象，得含括符合職級、績效等一定條件之從屬公司員工，其條件認定授權董事會處理。本公司將考量公司所處環境及成長階段，因應未來資金需求及長期財務規劃暨爭取股東權益最大化，並滿足股東對現金流入之需求，本公司股利政策將依本公司未來之資本支出預算及資金需求情形，先將部分保留盈餘予以保留不分配，剩餘部分以現金股利與股票股利分配之。唯現金股利發放之總額不低於股利總額之百分之十。","",
"8358 - 金居","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/08","       -754,208,905","        642,903,534","        -96,787,134","        -96,787,134","0.0","0.0","                  0","0.0","0.0","                  0","股東紅利＋股利政策
本公司年度決算如有盈餘，依法繳納稅捐，彌補累積虧損後，再提 10%為法盈餘公積，但法定盈餘公積已達本公司實收資本額時，得不再提列，其餘再依法令規定提列或迴轉特別盈餘公積；如尚有餘額，併同累積未分配盈餘，由董事會擬具盈餘分配議案，提請股東會決議分派股東股息紅利。
本公司股利政策，係配合目前及未來之發展計畫、考量投資環境、資金需求及國內外競爭狀況，並兼顧股東利益等因素，每年將視資金需求及對每股盈餘之稀釋程度，適度採股票股利或現金股利之方式發放；分配股東股息紅利時，得以現金或股票方式為之，其中現金股利不低於股利總額之10%。","",
"8383 - 千附","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/08","        408,590,282","        531,976,540","        877,617,282","        558,497,581","2.70000000","0.0","        319,119,701","0.0","0.0","                  0","第十九條之一
本公司年度決算如有盈餘，應依法完納稅捐及彌補以前年度虧損，提撥百分之十為法定盈餘公積，但法定盈餘公積累積已達本公司資本總額時，不在此限；並按法令提列或迴轉特別盈餘公積或保留部分盈餘，如尚有盈餘，併同累積未分配盈餘，由董事會依本公司股利政策擬具股東紅利分配議案，提請股東會決議，按股份總數比例分配之。                     

本公司股利政策配合整體經營環境及產業特性，依據本公司未來之財務結構及資本預算，並綜合考量獲利狀況、未分配盈餘及資本公積，擬具適當之股利分配，以求穩定發展並保障股東利益之最大化，其中現金股利之發放以不低於當年度全部股利之百分之十。","",
"8390 - 金益鼎","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/22","         44,944,767","         11,239,937","         55,060,710","         45,502,011","0.10000000","0.10000000","         19,117,398","0.0","0.0","                  0","本公司年度決算如有盈餘，依法繳納稅捐，彌補累積虧損後，再提10%為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時，得不再提列，其餘再依法令規定提列或迴轉特別盈餘公積；如尚有餘額，併同累積未分配盈餘，由董事會擬具盈餘分配議案，提請股東會決議分派股東股息紅利。
本公司股利政策，係配合目前及未來之發展計畫、考量投資環境、資金需求及國內外競爭狀況，並兼顧股東利益等因素，每年就可供分配盈餘至少提撥1%至80%為股東紅利；分配股東股息紅利時，得以現金或股票方式為之，其中現金股利不低於股利總額之20%。","",
"8401 - 白紗科","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/02","         16,026,228","         12,210,074","         24,850,417","            850,417","0.39925680","0.0","         24,000,000","0.0","0.0","                  0","本公司年度如有獲利應提撥百分之一至百分之五為員工酬勞，不高於百分之五為董事、監察人酬勞，但公司尚有累積虧損時，應預先保留彌補數額。
本公司年度總決算如有盈餘，除依法提繳營利事業所得稅外，應先彌補以前年度虧損，次就其餘額提撥百分之十為法定盈餘公積，並依法提列或迴轉特別盈餘公積後，如尚有餘額，連同上年度累積未分配盈餘作可供分配盈餘，分配時得視業務狀況酌予保留一部分盈餘外，餘經股東會決議分派股東紅利。

本公司目前產業發展屬成長階段， 未來數年皆有擴充生產線之計畫暨資金之需求， 基於資本支出、業務擴充需要及健全財務規劃以求永續發展。依前條之可分配盈餘10%以上為股利分配， 惟可分盈餘低於實收股本1%，可擬議不分配。本公司發放股票股利及現金股利兩種， 現金股利以不低於分派股東紅利總額20%。","",
"8403 - 盛弘","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/28","        105,171,361","        123,363,463","        215,567,333","        141,474,125","0.50000000","0.0","         37,046,598","0.50000000","0.0","          3,704,661","第二十二條：
本公司年度決算如有盈餘，依法繳納稅捐，彌補累積虧損後，再提百分之十為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時，得不再提列；其餘再依法令規定提列或迴轉特別盈餘公積後；如尚有餘額，併同累積未分配盈餘，由董事會擬具盈餘分配議案，提請股東會決議分派股東股息紅利。
本公司股東股息紅利政策，係考量公司目前及未來之投資環境、資金需求、獲利情形、資本結構及未來營運需求後，兼顧股東利益、平衡股利及公司長期財務規劃等，以現金或股票方式發放，當年度分派之股東股息紅利中，現金股利發放之比例以不低於當年度股利總額之百分之二十為原則，其餘以股票股利方式發放之。惟實際發放比例得視當年度實際獲利及營運狀況調整之。","",
"8406 - 金可-KY","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/22","      4,288,917,143","      1,517,110,304","      5,654,316,417","      5,025,653,207","6.80000000","0.0","        628,663,210","0.0","0.0","                  0","於掛牌期間，除開曼法令、可適用法律或本章
程另有規定，或附於股份之權利另有規範外，
本公司年度總決算如有盈餘時，董事會應以下
述方式及順序擬訂盈餘分派案並提交股東會決
議：
(a)依法提撥應繳納之稅款；
(b)彌補以前年度之虧損；
(c)依可適用法律或相關規定提撥百分之十
(10%)為法定盈餘公積，但法定盈餘公積已達
本公司之實收資本額時，不在此限； 
(d)依據可適用法律規定提撥特別盈餘公積；
(e)按當年度盈餘扣除前述第(a)項至第(d)項
後之數額，加計前期累計未分配盈餘為可供分
配盈餘，可供分配盈餘得經董事會提議股東紅
利分派案，送請股東常會依據可適用法律決議
後通過分派之。惟每年股東紅利之數額不得低
於年度總決算盈餘扣除本條第(a)項至第(d)項
規定金額後之百分之三十(30%)。股東股利之
分派得以現金、紅利及/或股票方式發放，且
現金紅利分派之比例不得低於股東紅利總金額
之百分之三十(30%)。","",
"8409 - 商之器","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/20","                  0","        -60,950,690","        -62,911,388","                  0","0.0","0.0","                  0","0.0","0.0","                  0","本公司年度總決算如有盈餘，應先提繳稅款、彌補累積虧損，次提百分之十為法定盈餘公積，並依法令規定提列及迴轉特別盈餘公積後，連同期初累積未分配盈餘及當年度未分配盈餘調整數額，作為可供分配之盈餘，由董事會擬具盈餘分配議案，送股東會決議分配之。
本公司股利之發放，其中現金股利維持介於百分之十至百分之五十間，但得因經營環境之變化調整之。","",
"8410 - 森田","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/26","        434,895,629","         86,682,206","        513,600,027","        458,716,227","1.50000000","0.0","         54,883,800","0.0","0.0","                  0","本公司年度結算如有盈餘，除提付應納稅款外，應先彌補以往年度虧損，次就其餘額提出百分之十為法定盈餘公積；但法定盈餘公積已達資本總額時，不在此限；並依法令規定或必要時得提列特別盈餘公積。如尚有盈餘，加計前期累計未分配盈餘後，由董事會擬定分配案，提請股東會通過後分配之，惟股東紅利發放金額不得低於當年盈餘百分之三十。股東紅利採股票股利及現金股利互相配合方式發放，其中現金股利百分之百至百分之五十，股票股利零至百分之五十。","",
"8415 - 大國鋼","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/15","        591,143,214","        337,359,274","        894,766,561","        321,591,561","1.00000000","0.0","        573,175,000","0.0","0.0","                  0","本公司每年度決算如有本期稅後淨利，於完納稅捐、彌補以往年度虧損(包括調整未分配盈餘金額)後，分派盈餘時，應先提列百分之十為法定盈餘公積，及依法令規定提列或迴轉特別盈餘公積後，其餘額之全部或一部併同以前年度累積未分配盈餘，由董事會擬具分配案，提請股東會決議保存或分派之。
本公司股利政策以因應產業成長性，追求永續穩定之經營發展，考量資本支出之需求，配合公司中長期財務規劃，及財務穩定為前提，據以決定盈餘分配之種類及數額。採平衡股利發放原則，原則上儘先以現金股利分派，餘以股票股利分派之，但股東會得調整之。前項法定盈餘公積，已達公司實收資本總額時，得不再提出。惟當年度股利分派總額不低於當年度稅後盈餘之百分之二十。現金股利分派之比例不得低於當年度稅後盈餘之百分之十，惟此項盈餘分派之種類及比率，得視當年度實際獲利及資金狀況經股東會決議調整之。","",
"8416 - 實威","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/05/31","        132,047,363","        197,507,667","        308,700,985","        154,824,385","6.00000000","0.0","        153,876,600","0.0","0.0","                  0","本公司年度如有獲利，應提撥百分之一至百分之十為員工酬勞，及不高於百分之一為董事酬勞。但公司尚有累積虧損時，應預先保留彌補數額。
前項員工酬勞發放之對象，得包含從屬公司員工。
本公司年度總決算如有盈餘，應先提撥稅款，彌補累積虧損，次提10%為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時不在此限；另視公司營運需求及法令規定提列或迴轉特別盈餘公積，其餘併同期初未分配盈餘，由董事會擬具盈餘分配案提請股東會決議分派股東紅利。
本公司之股利政策係依公司法及本公司章程規定，並以健全公司財務結構為原則，本公司股利之分配以股票股利、現金股利或以股票及現金股利等方式分派，現金股利之分派以不低於可分配盈餘百分之二十為原則，若對於未來有重大資本支出之規劃時，得經股東會同意後提高股票股利發放之成數，最高得以全數以股票股利發放之。","",
"8418 - 捷必勝-KY","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/16","                  0","        -87,817,717","        -88,402,972","                  0","0.0","0.20000000","         13,599,000","0.0","0.0","                  0","12.8在不違反蓋曼公司法規定之情形下，
公司得以重度決議，將其資本公積之一部
或全部，按股東所持股份比例，以發行新股
（作為紅利股份）或現金之形式，分配予股
東。

35.3  在不違反蓋曼公司法之情形下，且依
第35.2條之分派政策提撥董事會認為適當之
金額後，董事會於各會計年度建請股東同意
之股利或其他分派數額應依下列順序及方法
，經股東之同意定之：
(a)員工紅利不高於15%；
(b)董事酬勞不高於8%；及
(c)股東股利不低於15％，且現金股利應
不少於股利總額的10%。
員工紅利之分配依董事會決定得以現金或以
已繳清尚未發行股份之價金並記為已繳清股
款之股份發行方式分配予員工。當員工紅利
以發行已繳清股款股份之方式配發時，符合
一定條件之從屬公司員工得受股票紅利及現
金紅利之分配。公司就未分派之股息及紅利
概不支付利息。","",
"8420 - 明揚","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/05/31","        102,088,680","        110,196,228","        201,265,285","        140,077,285","1.20000000","0.0","         61,188,000","0.0","0.0","                  0","第二十七條 本公司為永續經營與增加
獲利，採取剩餘股利政策。年度決算如
有盈餘，依下列順序分派之：
一、提繳所得稅。
二、彌補累積虧損。
三、提存百分之十為法定盈餘公積，但法定盈餘公積，已達資本總額時，不在此限。
四、股東會議或主管機關命令提撥或迴轉之特別盈餘公積。
五、當年度提列後之餘額加計期初未分配盈餘為股東累積可分配盈餘，由董事會擬具分派案，提請股東會決議後分派之。
本公司考量公司所處環境及成長情形，因應未來資金需求及長期財務規劃，並滿足股東對現金之需求，就前項盈餘分派所分配之股東股利中，其中現金股利不得低於股利總額之百分之十。","",
"8421 - 旭源","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/08","            366,287","         83,116,589","         77,517,275","         14,410,713","1.18000000","0.0","         63,106,562","0.0","0.0","                  0","本公司年度總決算如有本期稅後淨利，應先彌補累積虧損，依法提撥百分之十為法定盈餘公
積；但法定盈餘公積累積已達本公司實收資本總額時不在此限，次依法令或主管機關規定提
撥或迴轉特別盈餘公積。如尚有盈餘，連同期初未分配盈餘，由董事會擬具盈餘分派議案，
提請股東會決議分派股東股息紅利。
本公司未來將配合所處環境及成長階段，基於資本支出、業務擴充需要及健全財務規劃以求
永續發展，本公司股利政策將依本公司未來之資本支出預算及資金需求情形，就上述盈餘分
派所分配之股東紅利，採股票股利及現金股利相互配合發放，其中現金股利佔全部股利之比
率不少於百分之十。","",
"8423 - 保綠-KY","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/15","         33,436,188","         -5,989,132","         16,623,830","          5,934,080","0.25000000","0.0","          4,859,750","0.30000000","0.0","            583,000","(a)本公司年度如有獲利，應提撥至少1%為員工酬勞，由董事會決議以股
票或現金分派發放，其發放對象包含符合一定條件之從屬公司員工；本
公司得以上開獲利數額，由董事會決議提撥3%以下為董監酬勞。員工酬
勞及董監酬勞分派案應提股東會報告。但公司尚有累積虧損時，應預先
保留彌補數額，再依前項比例提撥員工酬勞及董監酬勞。
(b) 本公司每期決算之當年度盈餘，應先：
(1)依法提列應繳納稅捐；並
(2)先彌補以往年度虧損後，並得經董事會決議提撥或迴轉公積金後，剩餘
之數加計上年度累積未分配盈餘數，由董事會視公司營運成長所需擬具股
東股利分派議案，提請股東會決議分派之； 
(c)本公司應就每期決算之當年度盈餘，於提列應繳納稅捐、彌補以往年度
虧損、提列或迴轉公積金後剩餘之數後，提撥至少百分之二十之股東股利
分配予股東，且現金股利之發放不低於股東股利總額之百分之十。","",
"面額新台幣10元之公司"
